row ID	ID	aveLog2CPM	log2CPM_A	log2CPM_B	FC	log2FC	PValue	adj.PValue
385	ENST00000562275	461.010474719802	447.168133251869	474.852816187735	1.06191112665954	0.086663029331552	0.774290488038384	1.0
386	ENST00000562743	72.1108265031514	74.3495202057852	69.8721328005177	0.939779202436344	-0.0896062540199559	0.778238542671329	1.0
387	ENST00000595980	43.1889257901555	41.9946716632816	44.3831799170294	1.05687645977802	0.0798067473146745	0.778912632311266	1.0
388	ENST00000564774	215.288401029443	219.189581216413	211.387220842473	0.964403598334193	-0.0522910610257177	0.783072314116563	1.0
389	ENST00000562261	12.8900830389885	12.4488596557696	13.3313064222073	1.0708857510518	0.0988045723542286	0.786543130825306	1.0
390	ENST00000452588	484.908983035572	497.295776764285	472.52218930686	0.950183394641681	-0.0737221003859525	0.787554064122922	1.0
391	ENST00000567266	44.2434640615383	45.3280700359577	43.158858087119	0.952144180259209	-0.07074804194748	0.788661838379695	1.0
392	ENST00000562831	23.9777803816069	26.7460424487374	21.2095183144764	0.792996509862251	-0.334613578536296	0.791780239047674	1.0
393	ENST00000565023	94.1932203329407	98.2101900090812	90.1762506568002	0.918196478883321	-0.123125195299849	0.794002515661645	1.0
394	ENST00000564444	36.3526396303231	35.711491688124	36.9937875725222	1.03590709387322	0.0508946196087168	0.794201346593201	1.0
395	ENST00000378332	179.536172338198	186.788440565077	172.283904111319	0.92234778335384	-0.11661725452216	0.794982366592863	1.0
396	ENST00000378345	43.2398188580248	44.6656722913634	41.8139654246862	0.936154395078283	-0.0951816092617184	0.799026333992756	1.0
397	ENST00000486645	19.2785883550706	18.4260046273284	20.1311720828127	1.09254135608732	0.127687891252501	0.801015161139235	1.0
398	ENST00000328945	11.9150763228662	13.1688337890256	10.6613188567067	0.809587168272361	-0.304741670982285	0.801472124878751	1.0
399	ENST00000562125	53.8585957989587	55.9822004706908	51.7349911272265	0.924132861735437	-0.11382781338951	0.801843182394521	1.0
400	ENST00000566333	18.5782605956881	18.131271791085	19.0252494002912	1.04930584128388	0.0694352416842914	0.802400604956824	1.0
401	ENST00000564544	323.753761667462	329.663944060205	317.843579274719	0.964144198968489	-0.0526791604871788	0.802681477052444	1.0
402	ENST00000564159	191.904569096315	188.030172860583	195.778965332046	1.04121036721701	0.0582615816818898	0.803477975901753	1.0
403	ENST00000452368	2028.75461588557	2063.06863236473	1994.4405994064	0.966734973387837	-0.0488076601847432	0.805888687115234	1.0
404	ENST00000568319	62.962278290783	63.9857659234756	61.9387906580904	0.968008896418723	-0.0469077883377042	0.813579880858708	1.0
405	ENST00000562931	23.6453602190127	23.7679483603946	23.5227720776308	0.989684583665105	-0.0149592889754222	0.81642031126707	1.0
406	ENST00000567064	26.411334043579	25.8546803487739	26.9679877383842	1.04306018773359	0.060822408135225	0.8222449115588	1.0
407	ENST00000537450	34.6541773457597	33.2174706076081	36.0908840839112	1.08650307876377	0.119692262610249	0.823700772616133	1.0
408	ENST00000566909	222.004684190027	220.084064023939	223.925304356115	1.01745351417974	0.024962881573208	0.827577763572741	1.0
409	ENST00000491523	2355.01058188511	2387.69470339075	2322.32646037946	0.972622863836628	-0.0400475888998801	0.829975668081533	1.0
410	ENST00000564648	564.536206155999	560.02727739444	569.045134917557	1.01610253265711	0.0230459886183297	0.830245685535886	1.0
411	ENST00000330736	1780.9545245017	1839.0311596245	1722.87788937889	0.936839966175817	-0.0941254714673706	0.830306901362214	1.0
412	ENST00000568295	38.1851767583828	37.9272155189574	38.4431379978081	1.0136029621946	0.0194926457882937	0.830410299415039	1.0
413	ENST00000562775	97.7530371220208	98.7143793439771	96.7916949000645	0.980522752037847	-0.0283769878036016	0.830500892210739	1.0
414	ENST00000378330	2019.80742670692	2018.26048606794	2021.3543673459	1.00153294448329	0.00220987802625444	0.830769458210687	1.0
415	ENST00000563218	75.2762218480558	74.0347122570675	76.517731439044	1.03353858083968	0.047592243961428	0.837499102230566	1.0
416	ENST00000393207	46.6424897044172	48.4885494006191	44.7964300082152	0.92385584972033	-0.114260331035292	0.837789896391889	1.0
417	ENST00000484567	440.043590537444	433.583480027933	446.503701046955	1.02979869301798	0.0423623442345402	0.844138870834716	1.0
418	ENST00000565765	10.3240728683602	10.0072868015	10.6408589352204	1.06331107984488	0.0885637301654877	0.84481549157034	1.0
419	ENST00000540697	22.2386959723632	23.4404386961029	21.0369532486235	0.897464143967621	-0.156073794228494	0.846292704487003	1.0
420	ENST00000268720	33.1226168188258	32.9757078916823	33.2695257459693	1.0089101303072	0.0127976706439585	0.848410555745474	1.0
421	ENST00000319518	40.5323752437685	39.283030837885	41.781719649652	1.06360733269484	0.0889656285342577	0.849551281347749	1.0
422	ENST00000567294	15.8933077011113	17.016043749684	14.7705716525387	0.868037945237005	-0.204169985156878	0.849700948423449	1.0
423	ENST00000443381	41.5268270404134	43.7874333350102	39.2662207458166	0.896746343760261	-0.157228136889891	0.851057463041546	1.0
424	ENST00000562096	30.2784348631753	31.1996305268675	29.357239199483	0.940948296621718	-0.0878126431947183	0.851643801119513	1.0
425	ENST00000561569	916.517689616104	925.783464096747	907.251915135462	0.979982847307209	-0.0291715970078755	0.856639572598271	1.0
426	ENST00000566414	156.152936006059	160.622674879661	151.683197132457	0.944344858197008	-0.0826142921266996	0.857925831352143	1.0
427	ENST00000341690	80.8835271124581	80.2964136621203	81.470640562796	1.01462365312624	0.0209446983928128	0.859344424400491	1.0
428	ENST00000564643	36.185937861888	37.4774307007037	34.8944450230723	0.931078901906077	-0.103024664412314	0.860865389174044	1.0
429	ENST00000579310	12.9677476961525	13.3061441171586	12.6293512751465	0.949136817093445	-0.075312029648257	0.864203577063648	1.0
